Gen,total_rating,scale_correctness_rating,zipfs_law_distance_pitches,zipfs_law_distance_intervals,neighbour_pitch_rating,melody_direction_rating,direction_stability_rating,unique_pitches_rating,bindings_rating,measures_rating,types_distance_rating,semitones_distance_rating,pitches_distance_rating,duration_distance_rating,offsets_distance_rating,absolute_rhythm_rating,absolute_types_rating,types_distr_rating,interval_distr_distance_rating,element_count_rating
2010,17.10066824,0.042105263,0.103557364,0.512792207,0,0.025773196,0.025773196,0.01539075,0.833333333,0,1.126628575,2.259995372,1.510033484,3.144664232,1.020451291,2.8,0.8,0.421915076,1.549163988,0.909090909
2011,17.10066824,0.042105263,0.103557364,0.512792207,0,0.025773196,0.025773196,0.01539075,0.833333333,0,1.126628575,2.259995372,1.510033484,3.144664232,1.020451291,2.8,0.8,0.421915076,1.549163988,0.909090909
2012,18.38091031,0.043478261,0.96293541,0.236888778,0,0.042256712,0.009289679,0.01539075,1.145833333,0,1.043034699,2.033603055,1.410515956,3.138333942,1.037487038,2.9,0.9,0.593871133,1.834933709,1.033057851
2013,17.46279465,0.043010753,0.160981541,0.120830925,0,0.036642761,0.014903631,0.016222571,1.145833333,0,1.035779872,2.111848299,1.415704377,3.110481451,1.02330925,2.9,0.9,0.699289546,1.7362208,0.991735537
2014,16.89899245,0.043010753,0.048822387,0.072580855,0,0.047512326,0.004034065,0.016222571,0.833333333,0,0.969209282,2.122563027,1.398908212,3.071282817,1.02330925,2.9,0.8,0.699289546,1.857178485,0.991735537
2015,17.02684564,0.043010753,0.085766455,0.182094009,0,0.047512326,0.004034065,0.015810277,0.833333333,0,0.998052822,2.092638239,1.384030749,3.091856814,1.02330925,2.9,0.9,0.576482529,1.857178485,0.991735537
2016,17.04013436,0.043010753,0.085766455,0.182094009,0,0.047512326,0.004034065,0.015810277,0.833333333,0,0.998052822,2.092638239,1.384030749,3.105145532,1.02330925,2.9,0.9,0.576482529,1.857178485,0.991735537
2017,17.0041464,0.043010753,0.024478079,0.138068751,0,0.036642761,0.014903631,0.015810277,0.9375,0,0.998052822,2.11710399,1.392622995,3.077565768,1.02330925,2.9,0.9,0.576482529,1.816859257,0.991735537
2018,17.07073224,0.043010753,0.085766455,0.182094009,0,0.047512326,0.004034065,0.015810277,0.833333333,0,0.998052822,2.092638239,1.384030749,3.135743406,1.02330925,2.9,0.9,0.576482529,1.857178485,0.991735537
2019,16.7310876,0.021052632,0.208197198,0.036709814,0,0.057688089,0.006141698,0.015810277,0.416666667,0,1.084334569,2.369952236,1.481672109,3.184582301,1.006177149,2.8,0.8,0.542604731,1.790407225,0.909090909
2020,17.07128563,0.043010753,0.085766455,0.318199646,0,0.036642761,0.014903631,0.015810277,0.833333333,0,0.998052822,2.111627028,1.393266549,3.092924259,1.02330925,2.9,0.9,0.576482529,1.7362208,0.991735537
2021,17.22881871,0.042105263,0.227478781,0.031132248,0,0.025773196,0.025773196,0.011912226,1.25,0,1.044738634,2.189144635,1.434253012,3.101852831,1.037440509,2.9,0.8,0.526100162,1.672023107,0.909090909
