Gen,total_rating,scale_correctness_rating,zipfs_law_distance_pitches,zipfs_law_distance_intervals,neighbour_pitch_rating,melody_direction_rating,direction_stability_rating,unique_pitches_rating,bindings_rating,measures_rating,types_distance_rating,semitones_distance_rating,pitches_distance_rating,duration_distance_rating,offsets_distance_rating,absolute_rhythm_rating,absolute_types_rating,types_distr_rating,interval_distr_distance_rating,element_count_rating
85,25.9897354,0.396396396,0.04711532,0.272123902,0.458715596,0.002837416,0.048708976,0.092392005,4.0625,6.25,0.914332437,2.09081232,1.635172444,1.974473846,0.795356465,2.8,1.1,0.53910648,2.509691792,0
86,25.68891954,0.36036036,0.380632104,0.001277486,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.093502173,1.614693318,1.994851974,0.795356465,2.8,1.1,0.437657204,2.373568158,0
87,25.71213565,0.396396396,0.02628807,0.09838044,0.458715596,0.002837416,0.048708976,0.093506494,4.0625,6.25,0.912494931,2.120564569,1.607317176,1.991720123,0.795356465,2.8,1.1,0.437657204,2.509691792,0
88,25.69256811,0.36036036,0.380632104,0.001277486,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.093502173,1.614693318,1.998500544,0.795356465,2.8,1.1,0.437657204,2.373568158,0
89,25.69256811,0.36036036,0.380632104,0.001277486,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.093502173,1.614693318,1.998500544,0.795356465,2.8,1.1,0.437657204,2.373568158,0
90,25.45008956,0.378378378,0.116700703,0.024142369,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.113847404,1.614466799,1.992982691,0.795356465,2.8,1.1,0.437657204,2.33953725,0
91,25.54235982,0.381818182,0.072851705,0.053756972,0.377358491,0.006905271,0.04464112,0.094637018,4.0625,6.25,0.91041456,2.083579401,1.609451324,1.998500544,0.795356465,2.8,1.1,0.437657204,2.462931563,0
92,25.45008956,0.378378378,0.116700703,0.024142369,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.113847404,1.614466799,1.992982691,0.795356465,2.8,1.1,0.437657204,2.33953725,0
93,25.44323812,0.378378378,0.213873881,0.057793543,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.118710802,1.603271153,1.997762783,0.795356465,2.8,1.1,0.437657204,2.203413616,0
94,25.43242812,0.378378378,0.213873881,0.057793543,0.366972477,0.012011728,0.039534664,0.093506494,4.0625,6.25,0.912494931,2.118710802,1.603271153,1.986952786,0.795356465,2.8,1.1,0.437657204,2.203413616,0
