Gen,total_rating,scale_correctness_rating,zipfs_law_distance_pitches,zipfs_law_distance_intervals,neighbour_pitch_rating,melody_direction_rating,direction_stability_rating,unique_pitches_rating,bindings_rating,measures_rating,types_distance_rating,semitones_distance_rating,pitches_distance_rating,duration_distance_rating,offsets_distance_rating,absolute_rhythm_rating,absolute_types_rating,types_distr_rating,interval_distr_distance_rating,element_count_rating
36,21.58789743,0.527643785,0.030414786,0.736756373,0,0.067407407,0.067407407,0.031963897,2.1875,3.90625,0.917846508,2.005872166,1.261192476,1.488818036,1.555293648,2.8,0.9,0.428428094,2.148787062,0.526315789
37,23.5108714,0.515651359,0.116809392,0.669309789,0.06097561,0.074074074,0.074074074,0.02868801,3.020833333,3.90625,1.11399619,1.645351406,1.070608628,1.549327501,1.872142741,2.7,0.8,1.355148741,2.849911248,0.087719298
38,23.28960946,0.515651359,0.039914646,0.796732333,0.061728395,0.055555556,0.055555556,0.032553606,3.125,3.90625,1.037628637,1.846700371,1.151180464,1.426037924,1.663738748,2.7,0.8,1.123662947,2.776280323,0.175438596
39,24.08451148,0.524242424,0.46708067,0.491853137,0,0.086269196,0.086269196,0.042450142,3.229166667,4.6875,0.996093702,1.67949885,1.086158401,1.516292343,1.84052844,2.6,0.9,1.152683118,2.479126948,0.219298246
40,22.82248795,0.536269916,0.204509247,1.007724452,0.064102564,0.086894587,0.086894587,0.026277139,2.8125,3.90625,0.981264416,1.914023972,1.139599906,1.367023424,1.602922208,2.6,0.8,0.728137818,2.47563757,0.48245614
41,22.90188728,0.539393939,0.186965679,0.766820933,0.063291139,0.093061416,0.093061416,0.026851852,2.708333333,4.6875,0.893888195,1.873776025,1.075194649,1.321356359,1.671786913,2.7,0.8,0.412126047,2.593742536,0.394736842
42,21.6062989,0.503409091,0.128232948,1.127701372,0.061728395,0.067901235,0.067901235,0.033562766,3.020833333,2.34375,1.094136587,2.156047777,1.198949533,1.362729888,1.330480594,2.7,0.8,0.913043478,2.345013477,0.350877193
43,21.586715,0.495032802,0.215120566,0.666082664,0.060240964,0.092146363,0.092146363,0.032553606,3.229166667,2.34375,1.046003107,2.12662298,1.136891846,1.352575631,1.382780363,2.7,0.8,1.123662947,2.472639886,0.219298246
44,20.79585701,0.486827458,0.062471463,0.463010442,0.058823529,0.103485839,0.103485839,0.031561997,2.708333333,2.34375,1.063750594,2.094038242,1.167248866,1.400251206,1.420463094,2.6,0.8,1.323388306,2.477247503,0.087719298
45,20.947259,0.474414246,0.044966598,0.742915323,0.060240964,0.068049978,0.068049978,0.029137988,3.020833333,2.34375,1.077990871,2.129284147,1.164897812,1.416785125,1.405962428,2.6,0.7,1.026556992,2.31026532,0.263157895
46,20.77108403,0.474414246,0.078110296,0.659484342,0.06097561,0.086269196,0.086269196,0.028167641,2.604166667,2.34375,1.120981559,2.090282277,1.29556299,1.403561393,1.38012486,2.6,0.8,0.900430866,2.451515351,0.307017544
47,20.35118462,0.446011132,0.222646596,0.463122568,0.05952381,0.062169312,0.062169312,0.028167641,2.604166667,2.34375,1.029137411,2.066875253,1.192021524,1.423264744,1.448871043,2.6,0.7,0.925656091,2.410473623,0.263157895
48,20.43017077,0.466419295,0.097309252,0.440354296,0.05952381,0.074074074,0.074074074,0.028167641,2.8125,2.34375,1.029137411,2.030859501,1.185250336,1.423264744,1.448871043,2.6,0.7,0.925656091,2.427801309,0.263157895
49,20.51953735,0.446011132,0.222646596,0.440354296,0.05952381,0.074074074,0.074074074,0.028167641,2.8125,2.34375,1.029137411,2.030859501,1.181725175,1.411227302,1.448871043,2.6,0.7,0.925656091,2.427801309,0.263157895
50,20.79194774,0.425602968,0.572766371,0.463122568,0.05952381,0.062169312,0.062169312,0.028167641,2.604166667,2.34375,1.036316434,2.066875253,1.214647591,1.454367868,1.4554866,2.6,0.7,1.013043478,2.410473623,0.219298246
51,20.64604045,0.446011132,0.222646596,0.440354296,0.05952381,0.074074074,0.074074074,0.028167641,2.8125,2.34375,1.036316434,2.030859501,1.207765389,1.454367868,1.4554866,2.6,0.7,1.013043478,2.427801309,0.219298246
52,20.51758532,0.433177132,0.19957696,0.422835217,0.05952381,0.085978836,0.085978836,0.029137988,2.8125,2.34375,1.039567649,2.007704331,1.188809353,1.461797196,1.414788064,2.6,0.7,0.913043478,2.412398922,0.307017544
53,20.74549287,0.433177132,0.19957696,0.422835217,0.05952381,0.085978836,0.085978836,0.029137988,2.8125,2.34375,1.080733071,2.007704331,1.193769622,1.461333903,1.459752515,2.6,0.7,1.138043478,2.412398922,0.219298246
54,20.64685861,0.425602968,0.572766371,0.463122568,0.05952381,0.062169312,0.062169312,0.028167641,2.604166667,2.34375,0.992243816,2.066875253,1.205546099,1.414839514,1.415380635,2.6,0.7,0.913043478,2.410473623,0.307017544
55,20.52013955,0.446011132,0.222646596,0.440354296,0.05952381,0.074074074,0.074074074,0.028167641,2.8125,2.34375,1.029137411,2.030859501,1.181725175,1.411829507,1.448871043,2.6,0.7,0.925656091,2.427801309,0.263157895
56,20.7907307,0.446011132,0.222646596,0.585054651,0.060240964,0.068049978,0.068049978,0.028167641,2.916666667,2.34375,1.029137411,2.093364261,1.181725175,1.385928958,1.448871043,2.6,0.7,0.925656091,2.424252265,0.263157895
57,20.27122067,0.466419295,0.379121708,0.228694965,0.063291139,0.093061416,0.093061416,0.028167641,2.5,2.34375,1.012054118,2.006166267,1.259980305,1.464791205,1.611922466,2.6,0.7,0.925656091,2.188065099,0.307017544
58,20.6283964,0.425602968,0.312257387,0.15695205,0.05952381,0.085978836,0.085978836,0.028167641,2.708333333,2.34375,1.031319033,2.086978496,1.163385673,1.463108014,1.639818114,2.7,0.7,0.999769142,2.418174817,0.219298246
59,20.71094208,0.458585859,1.05135704,0.746373455,0,0.055555556,0.055555556,0.027214171,1.5625,3.125,0.926019615,2.13303728,1.099794502,1.37330135,1.334574534,2.7,0.8,0.873791142,1.949685535,0.438596491
60,20.32803449,0.433177132,0.351676889,0.107958401,0.063291139,0.093061416,0.093061416,0.031131131,2.1875,2.34375,0.994379025,2.142401164,1.191364336,1.415691329,1.428811548,2.6,0.8,1.124364233,2.443959193,0.48245614
61,20.44050273,0.446011132,0.067694423,0.413586515,0.05952381,0.085978836,0.085978836,0.029137988,2.8125,2.34375,1.006446328,1.964018633,1.180105488,1.430123962,1.45216326,2.6,0.7,1.123662947,2.464381979,0.175438596
62,20.71632325,0.466419295,0.028317329,0.70068609,0.060240964,0.08009817,0.08009817,0.028167641,2.8125,2.34375,1.036316434,2.065755044,1.224608242,1.413007685,1.4554866,2.6,0.7,1.013043478,2.388529861,0.219298246
63,20.40561405,0.438383838,0.447744048,0.439339157,0.05952381,0.062169312,0.062169312,0.028167641,2.5,2.34375,0.982925031,2.046353121,1.18415897,1.384403693,1.468366145,2.6,0.7,1.063043478,2.375818252,0.219298246
64,20.44932427,0.438383838,0.222646596,0.582191394,0.05952381,0.062169312,0.062169312,0.028167641,2.604166667,2.34375,0.982925031,2.045621012,1.172389792,1.366710689,1.468366145,2.6,0.7,1.063043478,2.427801309,0.219298246
65,20.44272146,0.450909091,0.106955256,0.675895019,0.058823529,0.068191721,0.068191721,0.027214171,2.708333333,2.34375,1.025679916,1.977331897,1.179893911,1.384402665,1.520487577,2.6,0.7,1.084973303,2.330109402,0.131578947
66,20.25172527,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.011613179,2.018737601,1.175320762,1.377291416,1.474448157,2.6,0.7,1.074105425,2.384651974,0.175438596
67,20.25172527,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.011613179,2.018737601,1.175320762,1.377291416,1.474448157,2.6,0.7,1.074105425,2.384651974,0.175438596
68,20.25172527,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.011613179,2.018737601,1.175320762,1.377291416,1.474448157,2.6,0.7,1.074105425,2.384651974,0.175438596
69,20.30609546,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.029846392,2.018737601,1.190593432,1.399695728,1.48133852,2.6,0.7,1.109534706,2.384651974,0.131578947
70,20.23913559,0.438383838,0.10469539,0.371114389,0.058823529,0.079956427,0.079956427,0.029137988,2.395833333,2.34375,1.000983227,2.060499538,1.196792889,1.409680013,1.474448157,2.6,0.7,1.19799923,2.521642619,0.175438596
71,20.15824785,0.438383838,0.054220351,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,0.997245365,2.018737601,1.1891365,1.43493645,1.426607151,2.5,0.7,1.109534706,2.384651974,0.131578947
72,20.19208413,0.438383838,0.054220351,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,0.979659773,2.018737601,1.206761398,1.440882326,1.446027881,2.5,0.7,1.074105425,2.384651974,0.175438596
73,20.24113488,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,0.979659773,2.018737601,1.19650669,1.405888786,1.446027881,2.6,0.7,1.074105425,2.384651974,0.175438596
74,20.24113488,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,0.979659773,2.018737601,1.19650669,1.405888786,1.446027881,2.6,0.7,1.074105425,2.384651974,0.175438596
75,20.24113488,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,0.979659773,2.018737601,1.19650669,1.405888786,1.446027881,2.6,0.7,1.074105425,2.384651974,0.175438596
76,20.37895997,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.032391286,2.018737601,1.168685528,1.389665791,1.519599034,2.6,0.7,1.217391304,2.384651974,0.087719298
77,20.37895997,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.032391286,2.018737601,1.168685528,1.389665791,1.519599034,2.6,0.7,1.217391304,2.384651974,0.087719298
78,20.30609546,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.029846392,2.018737601,1.190593432,1.399695728,1.48133852,2.6,0.7,1.109534706,2.384651974,0.131578947
79,20.30609546,0.458585859,0.028317329,0.682560944,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.029846392,2.018737601,1.190593432,1.399695728,1.48133852,2.6,0.7,1.109534706,2.384651974,0.131578947
80,20.01540729,0.425602968,0.369118379,0.509771227,0.05952381,0.074074074,0.074074074,0.029137988,2.1875,2.34375,1.005895811,2.006574996,1.285808192,1.458747482,1.570503115,2.6,0.7,1.051782217,2.00038506,0.263157895
81,19.99889206,0.478787879,0.031034534,0.344829027,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.029846392,2.0679622,1.179359843,1.420796497,1.48133852,2.5,0.7,1.109534706,2.433169494,0.131578947
82,19.99889206,0.478787879,0.031034534,0.344829027,0.058823529,0.079956427,0.079956427,0.028167641,2.5,2.34375,1.029846392,2.0679622,1.179359843,1.420796497,1.48133852,2.5,0.7,1.109534706,2.433169494,0.131578947
83,20.17486816,0.438383838,0.137401308,0.495617061,0.058139535,0.074074074,0.074074074,0.028167641,2.5,2.34375,1.069584136,2.006574996,1.245245385,1.437479177,1.481738975,2.6,0.7,1.217391304,2.179527362,0.087719298
84,20.07460753,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.5,2.34375,0.985977108,2.0679622,1.182392291,1.390502122,1.486814225,2.6,0.7,1.123662947,2.433169494,0.175438596
85,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
86,20.07460753,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.5,2.34375,0.985977108,2.0679622,1.182392291,1.390502122,1.486814225,2.6,0.7,1.123662947,2.433169494,0.175438596
87,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
88,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
89,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
90,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
91,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
92,19.63600613,0.466419295,0.025815854,0.344829027,0.058823529,0.079956427,0.079956427,0.029137988,2.291666667,2.34375,0.966298793,2.0679622,1.165577834,1.38621949,1.414081385,2.5,0.7,1.063043478,2.433169494,0.219298246
93,19.73839877,0.466419295,0.025815854,0.384815415,0.05952381,0.074074074,0.074074074,0.029137988,2.291666667,2.34375,0.949350506,2.0679622,1.191301298,1.400930154,1.429134821,2.5,0.7,1.051782217,2.435502503,0.263157895
94,19.73839877,0.466419295,0.025815854,0.384815415,0.05952381,0.074074074,0.074074074,0.029137988,2.291666667,2.34375,0.949350506,2.0679622,1.191301298,1.400930154,1.429134821,2.5,0.7,1.051782217,2.435502503,0.263157895
95,20.43780057,0.453795689,0.168613052,0.438381078,0.05952381,0.062169312,0.062169312,0.030125661,2.5,2.34375,1.048638275,1.96264925,1.229106741,1.457445433,1.481738975,2.6,0.7,1.460869565,2.291105121,0.087719298
96,19.71940282,0.440909091,0.482066944,0.293264727,0.061728395,0.055555556,0.055555556,0.032154882,1.5625,2.34375,0.941682328,2.019788339,1.177727234,1.403103851,1.356840086,2.6,0.8,1.146376812,2.551662174,0.394736842
97,19.68895387,0.486827458,0.001520543,0.339023395,0.058823529,0.079956427,0.079956427,0.029137988,2.1875,2.34375,1.020385823,2.026257707,1.167786724,1.392592791,1.349218138,2.6,0.7,1.051782217,2.467417156,0.307017544
98,19.73133552,0.466419295,0.025815854,0.305140968,0.058139535,0.074074074,0.074074074,0.029137988,2.395833333,2.34375,0.999975191,2.024889176,1.210420274,1.426227191,1.383873873,2.6,0.7,1.063043478,2.331222967,0.219298246
99,19.45757392,0.453795689,0.127661724,0.486171158,0,0.08009817,0.08009817,0.04014014,1.770833333,2.34375,0.941378214,2.13010445,1.205093137,1.429794913,1.437755793,2.6,0.7,1.188043478,2.223557302,0.219298246
100,19.70273569,0.425602968,0.330506531,0.691736176,0,0.08009817,0.08009817,0.039054233,1.5625,2.34375,0.917144563,2.17158739,1.126086266,1.423942624,1.36999822,2.6,0.7,1.157080176,2.33267301,0.350877193
101,19.0854852,0.412558575,0.014699855,0.233152077,0,0.067901235,0.067901235,0.04014014,1.666666667,2.34375,0.944018894,2.091973477,1.141304613,1.414382875,1.400461429,2.7,0.7,1.167588933,2.371967655,0.307017544
102,19.18640976,0.474414246,0.059706714,0.617050137,0,0.04968383,0.04968383,0.033562766,1.666666667,2.34375,0.966074228,2.096512582,1.181320195,1.413386911,1.412702046,2.6,0.7,1.051782217,2.206955493,0.263157895
103,18.81334138,0.474414246,0.059706714,0.617050137,0,0.04968383,0.04968383,0.033562766,1.354166667,2.34375,0.924435148,2.096512582,1.162021418,1.41634599,1.377718808,2.6,0.7,1.040316206,2.206955493,0.307017544
104,19.44292413,0.433177132,0.104406641,0.568134562,0,0.056001785,0.056001785,0.039054233,1.875,2.34375,0.977989853,2.092451277,1.18772881,1.420940486,1.377371099,2.6,0.7,1.051782217,2.295976358,0.263157895
105,19.04014026,0.453795689,0.098452519,0.413436809,0.06097561,0.061878952,0.061878952,0.039054233,1.458333333,2.34375,0.924435148,2.107613333,1.147288868,1.41634599,1.377718808,2.6,0.7,1.040316206,2.427848268,0.307017544
106,19.71351013,0.453795689,0.04385581,0.842070636,0,0.043953592,0.043953592,0.034589947,1.979166667,2.34375,1.00543501,2.043514659,1.199398748,1.417968143,1.413958272,2.6,0.7,1.138043478,2.19075764,0.219298246
107,19.06336701,0.433177132,0.104406641,0.473419983,0,0.068049978,0.068049978,0.039054233,1.666666667,2.34375,0.937898891,2.1454492,1.149888702,1.415729947,1.379328245,2.6,0.7,1.051782217,2.223557302,0.263157895
108,19.01327226,0.453795689,0.04385581,0.561548488,0,0.056001785,0.056001785,0.034589947,1.770833333,2.34375,0.949754028,2.096512582,1.161247381,1.445422491,1.369149867,2.5,0.7,1.138043478,2.113467346,0.219298246
109,20.78805423,0.433177132,0.104406641,0.632402489,0,0.068191721,0.068191721,0.039054233,2.8125,2.34375,1.068199438,1.949629761,1.212608443,1.48462051,1.555285143,2.6,0.7,1.444077961,2.184239734,0.087719298
110,20.1907098,0.433177132,0.351564474,0.677929047,0,0.061878952,0.061878952,0.034589947,2.291666667,2.34375,0.988081129,2.092451277,1.199338952,1.494743055,1.475495797,2.6,0.7,1.138043478,2.026822694,0.219298246
111,20.12375962,0.433177132,0.351564474,0.62439494,0,0.068049978,0.068049978,0.034589947,2.291666667,2.34375,1.003138659,2.083832413,1.201327604,1.524180007,1.442685453,2.6,0.7,1.232341724,1.945572046,0.175438596
112,20.77372743,0.433177132,0.351564474,0.578045638,0,0.068049978,0.068049978,0.034589947,2.916666667,2.34375,1.02468668,1.963188566,1.219875848,1.463659665,1.630112984,2.6,0.7,1.247556753,1.95531452,0.175438596
113,20.65942333,0.433177132,0.407212973,0.33986866,0,0.055555556,0.055555556,0.02119709,2.604166667,2.34375,1.012393224,2.030443123,1.192801425,1.450181579,1.672256269,2.7,0.8,1.016747182,2.129380054,0.394736842
114,20.01061605,0.433177132,0.02123136,0.42023457,0,0.055555556,0.055555556,0.024713209,2.708333333,2.34375,0.991468851,1.978998017,1.145578725,1.439301759,1.695843466,2.6,0.7,1.138043478,2.039532794,0.219298246
115,20.0872664,0.433177132,0.004893681,0.79175404,0,0.068049978,0.068049978,0.030125661,2.291666667,2.34375,0.983347288,2.017719493,1.150332426,1.413742025,1.738065014,2.6,0.7,1.460869565,1.904004157,0.087719298
116,19.98503942,0.495032802,0.117809106,0.947563074,0,0.043209877,0.043209877,0.034589947,1.666666667,2.34375,0.975366161,2.191142276,1.22185509,1.433356918,1.412702046,2.6,0.7,1.051782217,2.443845463,0.263157895
